bought $100 WMT 6/15. I think it is pretty good deal,WMT,100,6/15,1
SPY $310 Call 11/13 I put down the rest of my portfolio into it EOD. I either burn out beautifully or I come out on top with a beautiful return,SPY,310,11/13,1
I bought $3k worth of FSLY $35 December’s right before earnings. At their lowest they were worth about $200. Now they are worth over $4k. Buy and hold is the way to go,FSLY,35,December,1
What's the chance of DE puts $110 expiring on 11/23 paying off? Love being autistic. Lol,DE,110,11/23,1
I got $17.5 HPE 11/29 too let’s ride brother,HPE,17.5,11/29,1
Anyone wanna buy nov 15 AAPL 125 puts ?,AAPL,125,nov 15,1
"my friends, i have 10k in V 9/27 177.5C, how fucked am i?",V,177.,9/27,1
UNH  $400 CALLS UP DOE 12/19 gonna make me rich,UNH,400,12/19,1
Anybody loading up on puts?  Eyeing 243.5P JUL14,Eyeing,243.5,JUL14,1
Thinking about buying $7.5 03/15 calls on ACB. What are y'all thoughts? I know it took a dip today and overall this sub isn't a fan of weedstocks but figure that in the next three months I can sell for higher than the price is today. ,ACB,7.5,03/15,1
It's ok. I had weak hands on AAPL 225 9/13 and SPY 298.5 9/13 from last week as well. Bitched out  on Monday.,AAPL,298.5,9/13,1
$15 AMD 7/6 calls bby,AMD,15,7/6,1
Trying to decide what to do with my $210 November FB calls.  ,FB,210,November,1
Sell my 3/15 $12 USO calls or hold??? oil gonna go up yeah???,USO,12,3/15,1
Took MU $55 puts 05/25 profit 2 hrs before close. ,MU,55,05/25,1
Got aapl 300 calls expiring next Friday on that recovery up today should I dump or hold,aapl,300,next,1
Picked up SPY 8/30 290 PUTS,SPY,290,8/30,1
"Huge sell off on SBUX rn, do I sell my 91.5p 9/20 before close or wait?",SBUX,91.5,9/20,1
picked up some 4/12 $9 GE calls BTFD,GE,9,4/12,1
LOL at my spy $295 5/8 calls,spy,295,5/8,1
I read all of this in Mr. Garrisons voice it was perfect. DIS calls 400 12/2020,DIS,400,12/2020,1
Tried my first week of buying options.      * AMC 10/19 $19.45 call total +61.11% return     * MSFT 9/28 $115 call total +36.84% return     * DTEA 10/19 $2.5 call total -31.43% loss ,AMC,19.45,10/19,1
Spy 11/1 305 calls who’s with me?,Spy,305,11/1,1
I was able to get 10 SPY put contracts with $186 expiring Feb 12 for $3.53,SPY,186,Feb 12,1
We should all go there and tell him to load up on Aug $90 MU calls,MU,90,Aug,1
About to get spy 290 6/14 calls,spy,290,6/14,1
$15k in $300 9/27 calls would net $80k if she breaches $300 on tues,tu,300,9/27,1
Contemplating deleting RH - my $284 puts expire tomorrow maybe it will sell them for a gain automatically - I’m fucking sick of watching SPY boner around and remind me what a dumbass I am. ,RH,284,tomorrow,1
Ford 4/18 $9 calls. They're .07 and any positive bounce dump. Rinse and repeat. Been doing a similar play and recouping my losses. ,Ford,9,4/18,1
Anyone buying gold calls? ABX $13 10/26??? Yay or nay?,ABX,13,10/26,1
Im picking up a couple of 11/23 77.5 Gonn wait for their earnings which is right after blizzcon which is tomorrow. So if they let people pre purchase stuff from blizzcon they will rake in the money from blizzcon and cod 4 ,Go,77.5,11/23,1
I just bought a $40 2018-10-19 call on $CMTL  This is retarded on a new level,CMTL,40,2018-10-19,1
I got 5 roku 162.5 P 12/6 gonna enjoy an easy 6K profit today,roku,162.5,12/6,1
"I got 5 $5 calls @0.85 ea for dec 21st. Do I just weather the storm or let it go if the money is actually there? Took a bath on cgc today, the urge to even that shit out is so strong...",ea,5,dec 21st,1
3/29 692.50 CMGp fuck a chipotle ,CMGp,692.50,3/29,1
Up 40% in MU June 2nds $27.5 C,MU,27.5,June 2nds,1
I am bag holding a NBEV 11/16 3.00 PUT. Fuck you NBEV.,NBEV,3.00,11/16,1
ok then - 500 contracts of $MU 90 9/21 calls,MU,90,9/21,1
QQQ $167.5 Cs - 6/8/2018 x 19  APPL $187.5 Cs - 6/8/2018 x 9  APPL $192.5 Cs - 6/8/2018 x 18,QQQ,167.5,6/8/2018,1
"I made some money during the recent correction but I really believe it's just a taste of things to come. As such I have reinvested some of my gains from the QQQp $164 11/16 and have bought some QQQp $164 1/18/19s. You don't have to be autistic like me and hold nothing but puts, but I think everyone should be hedging right now because the bottom could fall out of this bull market within months or even weeks.",QQQp,164,11/16,1
I sold all my QQQ in roth for $15 December 2020 BBBY puts when it was at $15.40  AMA . Reckon I beat the Nasdaq ? ,BBBY,15,December 2020,1
"You'll probably give me shit, but I'm buying IQ calls for July 6 33.5 strike. ",IQ,33.5,July 6,1
Buy SQ $35 3/15 puts at open,SQ,35,3/15,1
Buying $BA calls 17 JAN $345 at open today rolling my APHA puts into these,BA,345,JAN,1
Up 60% on my HEXO $7.5 Calls today exp 5/17 should i sell or ride it out?,HEXO,7.5,5/17,1
"CSCO $49 9/28 calls. Fuck me, right?",CSCO,49,9/28,1
"It runs if the market feels like letting it run. Once I'm convinced we won't see a NFLX-esque crash the day after, I'm going to grab some shares. Nov 2 152.5 seems like a fat place to be sitting though, nice.",NFLX,152.5,Nov 2,1
"Got GLD 133.5/134 bull spreads expiring August 2 when it was at 133.75 for around .24c. If I'm understanding right, if GLD can hold 134 near the end of the month I'd double what I put in. That DXY is still creeping up though. Though it would stop by now.",GLD,133.,August 2,1
How is my AMD 11/8 $30 put down 79%??,AMD,30,11/8,1
My patience is being tested. My 10/19 MSFT 116$ calls thank you for your condolences. ,MSFT,116,10/19,1
anybody thinking about buying msft 9/28 $111 puts? 0.67 is the price... kinda juicy for quick deadcatbounce profits?,msft,111,9/28,1
Bagged 2 $CRWD 63.5 Nov 1 calls before market close. I hope trump gets the fuck off twitter for a bit for my tendies to print tomorrow.,CRWD,63.5,Nov 1,1
MJ $41 call exp Jan 2019. Currently a 3 bagger.,MJ,41,Jan 2019,1
$AAPL 200 calls by big name investors by December. Hold that shit,AAPL,200,December,1
"I have 5 8/16 $26 MRVL calls.  Thinking about selling them before INTC reports, semis all move together.",MRVL,26,8/16,1
Those SPY 10/3 $289 puts I bought on sept 18 are looking pretty sweet now!,SPY,289,10/3,1
Current Positions  3/15 QQQ 173 puts 9/20 GLD 126 puts ,QQQ,173,3/15,1
Imagine putting 85k into 11/27 SPY $312.5 puts when the market has been vertically upward regardless of what comes at it,SPY,312.5,11/27,1
lol flew up to 12%+ and gave up all its gains. been swing trading this a bit.  could have really got killed there. bought a few $20 9/21 puts at the peak which are up like 40% now.,lol,20,9/21,1
POSITION: (2) 1/11 STZ $165 P,STZ,165,1/11,1
My 4/18 $60 MO calls look pretty fuckin dumb right now. Might need an exit 😬,MO,60,4/18,1
AMD 38 EOD?!   8/9 AMDc $38 .01x10  Did i goof...,AMD,38,8/9,1
holding AMD 32.5 8/9 call,AMD,32.5,8/9,1
Calling the market's bullshit today and put $1000 in $61 6/15 MU calls. Wish me luck bruvas,MU,61,6/15,1
15 $jnk 25 puts 1/17/20 at a .15 limit; take the other $150 and buy a thoughtful gift for someone you care about (yourself included).,jnk,25,1/17/20,1
Pretty pleased I scooped up some cheap ACB 2022 $2 calls during the sell off,ACB,2,2022,1
Whoever bought ROKU Sept 20 $140 puts.. You're fuckin rich. Please post screenies.  Closing price yesterday 0.44 high today 6.50,ROKU,140,Sept 20,1
"I just saw your post, I ended up buying a $221.5 9/28 call, and hope to sell in the next week or two. I’ve looked at the graph of AAPL stock and how it performs prior to keynotes, and it always seems to go up. The day of the keynote can swing wildly, so I’ll pull out before that. ",AAPL,221.5,9/28,1
Damn you’re super bullish on EA. You see 20% upside by June? I went in with you last week on some $95 9/21 calls. I’m wondering if I should decrease my cost basis and increase my leverage since even my $95s could go tits up with a bad earnings.,EA,95,9/21,1
Holding 38 $295 10/9 SPY puts. Thoughts on what I should do?,SPY,295,10/9,1
"I have BYND -1 $95 call, +1 $96 call, 6/7 expiry. What should I do tomorrow?",BYND,95,6/7,1
I just bought $5000 of 7/12 $58.5 MU calls. I'm down 50% overall so puts should be a safe bet.,MU,58.5,7/12,1
I’m thinking if the news gets worse this weekend... NOC 1/10 382.5,NOC,382.5,1/10,1
I’m in on $125 Nov 15 call lottos  Fuck it I’ve been sitting out since $BAC  #Tendie Time,BAC,125,Nov 15,1
"GLD 123 calls  June 28th.  It’s guaranteed, seriously. Or ban me. No delete.",GLD,123,June 28th,1
Everything into 9/28 $MU $60 calls. ,MU,60,9/28,1
Girlfriend has stopped shaving recently  🐻🐻🐻  Held $1000 04/05 SPY puts over the weekend   🐻🐻🐻🐻🐻  BABA/AMZN/AAPL to the moon this week   🐂🐂🐂🐂🐂🐂🐂🐂,SPY,1000,04/05,1
MU C $90 11/8,MU,90,11/8,1
MACD about to cross for TSLA.. should be interesting what Elon comes up with before March 1   (Holding 3/1 $360 calls) ,TSLA,360,3/1,1
2/15 $10 PCG puts a retarded idea? Just bought a bunch.,PCG,10,2/15,1
"Got back into those Visa $175 10/25 calls near the bottom of that drop, am I in danger?",Visa,175,10/25,1
"Just deleted my Facebook. New Years resolutions. And quit smoking(that’s gonna be a bitch). Also grabbed some USO c1/18@10.50   Question. If you get hyper inflation, do you buy calls or puts?",USO,10.50,c1/18,1
I bought one 9/14 49.50 put. My first mu put.,mu,49.50,9/14,1
"The 4/20/18 AMD @$12 seem like no-brainers.  I'm a bit leveraged up already on AMD at the moment, otherwise I'd strike (options pun).",AMD,12,4/20/18,1
YOLO 8/31 $90 $MU calls,MU,90,8/31,1
"Revenge bought SPY Puts $291 7/10 and up around 5%. Im WAAYY overextended, should I sell some or sell all?",SPY,291,7/10,1
Bidu 280 Jan 2018 calls. ,Bidu,280,Jan 2018,1
